Indicator,Percent of children considered to be poor (<100% FPG) by Race / Ethnicity
Source,"SHADAC analysis of the American Community Survey (ACS) Public Use Microdata Sample (PUMS) files.<br />
<br />
Suggested Citation:<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE]."
Notes,"The margin of error (MOE) represents the uncertainty of an estimate due to sampling variability; the calculated MOE is 95%. N/A indicates that data were not available or suppressed because the number of sample cases was too small. Data for 2020 were <a href="https://www.shadac.org/news/changes-to-2020-acs-data-release-US-Census" target="_blank">not officially released by the U.S. Census Bureau</a> due to pandemic-related disruptions to data collection and resulting problems with data quality. Because of<a href="https://www.census.gov/newsroom/blogs/random-samplings/2021/08/improvements-to-2020-census-race-hispanic-origin-question-designs.html" target="_blank"> changes made in 2020 to how the ACS measures race and ethnicity</a>, caution should be used when comparing data by race and ethnicity from 2021 and later to data from 2019 and earlier."
Description,"Percent of children considered to be poor (&lt;100% FPG) by race and ethnicity. The Federal Poverty Guidelines (FPG) set the minimum amount of total income that a family needs for food, clothing, transportation, shelter and other necessities."
36,New York,Hispanic / Latino,2009,Percent,0.3977,1.9796000800000001E-2
36,New York,Other / Multiple Races,2009,Percent,0.2243,2.35200003E-2
36,New York,White,2008,Percent,0.1277,8.6239995E-3
36,New York,African-American / Black,2008,Percent,0.3279,2.2148000099999999E-2
36,New York,Hispanic / Latino,2008,Percent,0.3683,1.9796000800000001E-2
36,New York,Other / Multiple Races,2008,Percent,0.2147,2.3127999199999999E-2
36,New York,African-American / Black,2017,Percent,0.3603,2.6263999999999999E-2
36,New York,Hispanic / Latino,2017,Percent,0.3609,2.0580000000000001E-2
36,New York,Other / Multiple Races,2017,Percent,0.2092,1.9795999999999998E-2
36,New York,White,2017,Percent,0.1404,9.7999999999999997E-3
36,New York,African-American / Black,2018,Percent,0.3434,2.6655999999999999E-2
36,New York,Hispanic / Latino,2018,Percent,0.3555,2.1559999999999999E-2
36,New York,Other / Multiple Races,2018,Percent,0.1927,1.8815999999999999E-2
36,New York,White,2018,Percent,0.1408,9.9959999999999997E-3
36,New York,African-American / Black,2019,Percent,0.3146,2.8420000000000001E-2
36,New York,Hispanic / Latino,2019,Percent,0.2874,2.0580000000000001E-2
36,New York,Other / Multiple Races,2019,Percent,0.1985,2.1951999999999999E-2
36,New York,White,2019,Percent,0.1299,9.9959999999999997E-3
36,New York,African-American / Black,2021,Percent,0.3007,2.8235823708719576E-2
36,New York,Hispanic / Latino,2021,Percent,0.29473,2.1184999054894842E-2
36,New York,Other / Multiple Races,2021,Percent,0.18786,1.9200685571763555E-2
36,New York,White,2021,Percent,0.12508,1.0707863535186362E-2
37,North Carolina,Hispanic / Latino,2016,Percent,0.4049,3.9395999199999997E-2
37,North Carolina,African-American / Black,2016,Percent,0.4132,2.82239988E-2
37,North Carolina,Other / Multiple Races,2016,Percent,0.236,3.3123999799999998E-2
37,North Carolina,White,2016,Percent,0.1527,1.21520003E-2
37,North Carolina,White,2015,Percent,0.1763,1.29359998E-2
37,North Carolina,African-American / Black,2015,Percent,0.4234,2.94000003E-2
37,North Carolina,Hispanic / Latino,2015,Percent,0.4694,3.88079993E-2
37,North Carolina,Other / Multiple Races,2015,Percent,0.2586,3.4495998200000003E-2
37,North Carolina,White,2014,Percent,0.17,1.3523999599999999E-2
37,North Carolina,African-American / Black,2014,Percent,0.4327,2.8812000500000001E-2
37,North Carolina,Hispanic / Latino,2014,Percent,0.4494,3.90040018E-2
37,North Carolina,Other / Multiple Races,2014,Percent,0.2981,3.6063998899999998E-2
37,North Carolina,White,2013,Percent,0.1781,1.31320003E-2
37,North Carolina,African-American / Black,2013,Percent,0.4423,2.8812000500000001E-2
37,North Carolina,Hispanic / Latino,2013,Percent,0.4937,3.9592001600000003E-2
37,North Carolina,Other / Multiple Races,2013,Percent,0.2894,3.58680002E-2
37,North Carolina,White,2012,Percent,0.1782,1.29359998E-2
37,North Carolina,African-American / Black,2012,Percent,0.4236,2.7636000899999999E-2
37,North Carolina,Hispanic / Latino,2012,Percent,0.4675,4.0376000099999997E-2
37,North Carolina,Other / Multiple Races,2012,Percent,0.3028,4.2139999599999999E-2
37,North Carolina,White,2011,Percent,0.1718,1.3328E-2
37,North Carolina,African-American / Black,2011,Percent,0.4356,2.8615999999999999E-2
37,North Carolina,Hispanic / Latino,2011,Percent,0.4802,4.1551999700000002E-2
37,North Carolina,Other / Multiple Races,2011,Percent,0.2847,4.1159998599999997E-2
37,North Carolina,White,2010,Percent,0.1712,1.1760000099999999E-2
37,North Carolina,African-American / Black,2010,Percent,0.4594,2.6264000700000002E-2
37,North Carolina,Hispanic / Latino,2010,Percent,0.4731,3.8024000799999999E-2
37,North Carolina,Other / Multiple Races,2010,Percent,0.2872,3.7436000999999997E-2
37,North Carolina,White,2009,Percent,0.157,1.13679999E-2
37,North Carolina,African-American / Black,2009,Percent,0.409,2.6852000500000001E-2
37,North Carolina,Hispanic / Latino,2009,Percent,0.4759,3.90040018E-2
37,North Carolina,Other / Multiple Races,2009,Percent,0.2864,4.2727999400000001E-2
37,North Carolina,White,2008,Percent,0.1419,1.13679999E-2
37,North Carolina,African-American / Black,2008,Percent,0.3668,2.5871999600000001E-2
37,North Carolina,Hispanic / Latino,2008,Percent,0.3832,4.0963999899999999E-2
37,North Carolina,Other / Multiple Races,2008,Percent,0.2919,4.8216000199999998E-2
37,North Carolina,African-American / Black,2017,Percent,0.3732,2.9791999999999999E-2
37,North Carolina,Hispanic / Latino,2017,Percent,0.4095,3.7828000000000001E-2
37,North Carolina,Other / Multiple Races,2017,Percent,0.2606,3.6260000000000001E-2
37,North Carolina,White,2017,Percent,0.1487,1.2152E-2
37,North Carolina,African-American / Black,2018,Percent,0.3594,2.9987999999999997E-2
37,North Carolina,Hispanic / Latino,2018,Percent,0.379,3.6847999999999999E-2
37,North Carolina,Other / Multiple Races,2018,Percent,0.2188,3.1359999999999999E-2
37,North Carolina,White,2018,Percent,0.1349,1.176E-2
37,North Carolina,African-American / Black,2019,Percent,0.3444,3.1947999999999997E-2
37,North Carolina,Hispanic / Latino,2019,Percent,0.3054,3.5476000000000001E-2
37,North Carolina,Other / Multiple Races,2019,Percent,0.2326,3.4495999999999999E-2
37,North Carolina,White,2019,Percent,0.1179,1.1172E-2
37,North Carolina,African-American / Black,2021,Percent,0.34728,3.336099104732073E-2
37,North Carolina,Hispanic / Latino,2021,Percent,0.3047,3.3457586510182748E-2
37,North Carolina,Other / Multiple Races,2021,Percent,0.17706,2.9474319434124797E-2
37,North Carolina,White,2021,Percent,0.11196,1.1450362033489279E-2
38,North Dakota,African-American / Black,2016,Percent,0.5157,0.28792399169999999
38,North Dakota,Hispanic / Latino,2016,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2016,Percent,0.443,0.1373960078
38,North Dakota,White,2016,Percent,0.0782,2.8812000500000001E-2
38,North Dakota,White,2015,Percent,0.0874,3.0772000599999998E-2
38,North Dakota,African-American / Black,2015,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2015,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2015,Percent,0.426,0.12955600019999999
38,North Dakota,White,2014,Percent,0.1193,4.3903998999999999E-2
38,North Dakota,African-American / Black,2014,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2014,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2014,Percent,0.492,0.13524000350000001
38,North Dakota,White,2013,Percent,0.0624,2.2735999900000001E-2
38,North Dakota,African-American / Black,2013,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2013,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2013,Percent,0.4615,0.15758399670000001
38,North Dakota,White,2012,Percent,0.089,2.9203999800000002E-2
38,North Dakota,African-American / Black,2012,Percent,0.7992,0.29772400859999998
38,North Dakota,Hispanic / Latino,2012,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2012,Percent,0.3551,0.14327600600000001
38,North Dakota,White,2011,Percent,0.0682,2.23440006E-2
38,North Dakota,African-American / Black,2011,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2011,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2011,Percent,0.3629,0.1368079931
38,North Dakota,White,2010,Percent,0.1238,3.8219999499999997E-2
38,North Dakota,African-American / Black,2010,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2010,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2010,Percent,0.3554,0.1350439936
38,North Dakota,White,2009,Percent,0.0954,3.5475999100000002E-2
38,North Dakota,African-American / Black,2009,Percent,0.9679,7.2127997900000004E-2
38,North Dakota,Hispanic / Latino,2009,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2009,Percent,0.401,0.14347200099999999
38,North Dakota,White,2008,Percent,0.1068,3.5084001699999999E-2
38,North Dakota,African-American / Black,2008,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2008,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2008,Percent,0.3337,0.13837599749999999
38,North Dakota,African-American / Black,2017,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2017,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2017,Percent,0.3513,0.122304
38,North Dakota,White,2017,Percent,0.0609,2.1756000000000001E-2
38,North Dakota,African-American / Black,2018,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2018,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2018,Percent,0.2709,0.10897599999999999
38,North Dakota,White,2018,Percent,0.0557,2.0775999999999999E-2
38,North Dakota,African-American / Black,2019,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2019,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2019,Percent,0.3543,0.13955200000000001
38,North Dakota,White,2019,Percent,0.0476,1.9207999999999999E-2
38,North Dakota,African-American / Black,2021,Percent,N/A,N/A
38,North Dakota,Hispanic / Latino,2021,Percent,N/A,N/A
38,North Dakota,Other / Multiple Races,2021,Percent,0.30126,0.12482112728427272
38,North Dakota,White,2021,Percent,0.06006,2.4496377055306481E-2
39,Ohio,White,2016,Percent,0.1693,1.09759998E-2
39,Ohio,Hispanic / Latino,2016,Percent,0.409,5.4487999500000002E-2
39,Ohio,Other / Multiple Races,2016,Percent,0.2722,3.7043999899999999E-2
39,Ohio,African-American / Black,2016,Percent,0.4867,3.6651998800000002E-2
39,Ohio,White,2015,Percent,0.1915,1.1563999599999999E-2
39,Ohio,African-American / Black,2015,Percent,0.5134,3.5672001500000002E-2
39,Ohio,Hispanic / Latino,2015,Percent,0.3746,5.29199988E-2
39,Ohio,Other / Multiple Races,2015,Percent,0.3203,4.1159998599999997E-2
39,Ohio,White,2014,Percent,0.1959,1.1760000099999999E-2
39,Ohio,African-American / Black,2014,Percent,0.5107,3.2731998700000001E-2
39,Ohio,Hispanic / Latino,2014,Percent,0.3989,5.1548000400000002E-2
39,Ohio,Other / Multiple Races,2014,Percent,0.3371,4.0768001200000001E-2
39,Ohio,White,2013,Percent,0.1975,1.11720003E-2
39,Ohio,African-American / Black,2013,Percent,0.5207,3.5475999100000002E-2
39,Ohio,Hispanic / Latino,2013,Percent,0.3953,5.3704001000000001E-2
39,Ohio,Other / Multiple Races,2013,Percent,0.301,4.1159998599999997E-2
39,Ohio,White,2012,Percent,0.2044,1.1563999599999999E-2
39,Ohio,African-American / Black,2012,Percent,0.5375,3.4495998200000003E-2
39,Ohio,Hispanic / Latino,2012,Percent,0.4014,5.0175998399999998E-2
39,Ohio,Other / Multiple Races,2012,Percent,0.3245,4.19440009E-2
39,Ohio,White,2011,Percent,0.2043,1.11720003E-2
39,Ohio,African-American / Black,2011,Percent,0.5384,3.3711999700000002E-2
39,Ohio,Hispanic / Latino,2011,Percent,0.4332,5.3311999899999997E-2
39,Ohio,Other / Multiple Races,2011,Percent,0.3235,4.0180001399999998E-2
39,Ohio,White,2010,Percent,0.2042,1.09759998E-2
39,Ohio,African-American / Black,2010,Percent,0.5255,3.2340001299999997E-2
39,Ohio,Hispanic / Latino,2010,Percent,0.4278,5.2724000100000001E-2
39,Ohio,Other / Multiple Races,2010,Percent,0.2788,3.8612000600000002E-2
39,Ohio,White,2009,Percent,0.2007,1.09759998E-2
39,Ohio,African-American / Black,2009,Percent,0.4793,3.3516000999999997E-2
39,Ohio,Hispanic / Latino,2009,Percent,0.4126,5.0960000599999999E-2
39,Ohio,Other / Multiple Races,2009,Percent,0.2892,3.9592001600000003E-2
39,Ohio,White,2008,Percent,0.1527,9.4079999000000001E-3
39,Ohio,African-American / Black,2008,Percent,0.4316,3.2536000000000002E-2
39,Ohio,Hispanic / Latino,2008,Percent,0.3432,5.17439991E-2
39,Ohio,Other / Multiple Races,2008,Percent,0.2926,4.2335998299999997E-2
39,Ohio,African-American / Black,2017,Percent,0.4434,3.7631999999999999E-2
39,Ohio,Hispanic / Latino,2017,Percent,0.4052,4.9391999999999998E-2
39,Ohio,Other / Multiple Races,2017,Percent,0.3052,3.8808000000000002E-2
39,Ohio,White,2017,Percent,0.1598,1.078E-2
39,Ohio,African-American / Black,2018,Percent,0.442,3.9199999999999999E-2
39,Ohio,Hispanic / Latino,2018,Percent,0.3438,4.9196000000000004E-2
39,Ohio,Other / Multiple Races,2018,Percent,0.263,3.9591999999999995E-2
39,Ohio,White,2018,Percent,0.1609,1.078E-2
39,Ohio,African-American / Black,2019,Percent,0.4012,4.2335999999999999E-2
39,Ohio,Hispanic / Latino,2019,Percent,0.2969,5.1352000000000002E-2
39,Ohio,Other / Multiple Races,2019,Percent,0.2471,4.3903999999999999E-2
39,Ohio,White,2019,Percent,0.1315,1.0192E-2
39,Ohio,African-American / Black,2021,Percent,0.41595,4.0876808113170925E-2
39,Ohio,Hispanic / Latino,2021,Percent,0.26,4.2566116084399044E-2
39,Ohio,Other / Multiple Races,2021,Percent,0.2389,3.2089991659703748E-2
39,Ohio,White,2021,Percent,0.13518,1.0951016619768984E-2
40,Oklahoma,White,2016,Percent,0.1855,2.1363999700000001E-2
40,Oklahoma,African-American / Black,2016,Percent,0.4518,9.0943999600000006E-2
40,Oklahoma,Other / Multiple Races,2016,Percent,0.3031,3.8219999499999997E-2
40,Oklahoma,Hispanic / Latino,2016,Percent,0.3919,6.1151999999999998E-2
40,Oklahoma,White,2015,Percent,0.1989,1.99919995E-2
40,Oklahoma,African-American / Black,2015,Percent,0.4322,9.07479972E-2
40,Oklahoma,Hispanic / Latino,2015,Percent,0.3634,5.5663999200000001E-2
40,Oklahoma,Other / Multiple Races,2015,Percent,0.3184,3.5280000399999997E-2
40,Oklahoma,White,2014,Percent,0.1907,2.0775999900000001E-2
40,Oklahoma,African-American / Black,2014,Percent,0.4392,9.1531999399999994E-2
40,Oklahoma,Hispanic / Latino,2014,Percent,0.427,5.9388000500000003E-2
40,Oklahoma,Other / Multiple Races,2014,Percent,0.2684,3.39079984E-2
40,Oklahoma,White,2013,Percent,0.2146,2.1756000800000001E-2
40,Oklahoma,African-American / Black,2013,Percent,0.5301,8.4083996699999997E-2
40,Oklahoma,Hispanic / Latino,2013,Percent,0.3594,5.29199988E-2
40,Oklahoma,Other / Multiple Races,2013,Percent,0.3265,3.6651998800000002E-2
40,Oklahoma,White,2012,Percent,0.1906,2.0188000099999999E-2
40,Oklahoma,African-American / Black,2012,Percent,0.4319,7.8596003400000003E-2
40,Oklahoma,Hispanic / Latino,2012,Percent,0.4376,5.5663999200000001E-2
40,Oklahoma,Other / Multiple Races,2012,Percent,0.3234,3.48879993E-2
40,Oklahoma,White,2011,Percent,0.2081,2.2735999900000001E-2
40,Oklahoma,African-American / Black,2011,Percent,0.5006,8.9180000100000004E-2
40,Oklahoma,Hispanic / Latino,2011,Percent,0.3873,6.4484000200000002E-2
40,Oklahoma,Other / Multiple Races,2011,Percent,0.2854,3.8219999499999997E-2
40,Oklahoma,White,2010,Percent,0.2169,2.19519995E-2
40,Oklahoma,African-American / Black,2010,Percent,0.4694,8.1731997400000006E-2
40,Oklahoma,Hispanic / Latino,2010,Percent,0.4216,5.6839998799999999E-2
40,Oklahoma,Other / Multiple Races,2010,Percent,0.3382,3.88079993E-2
40,Oklahoma,White,2009,Percent,0.1991,2.0775999900000001E-2
40,Oklahoma,African-American / Black,2009,Percent,0.4628,8.5064001400000006E-2
40,Oklahoma,Hispanic / Latino,2009,Percent,0.4219,5.8995999399999999E-2
40,Oklahoma,Other / Multiple Races,2009,Percent,0.3124,3.9395999199999997E-2
40,Oklahoma,White,2008,Percent,0.1954,1.9600000199999999E-2
40,Oklahoma,African-American / Black,2008,Percent,0.483,8.7612003100000002E-2
40,Oklahoma,Hispanic / Latino,2008,Percent,0.3817,6.9384001200000003E-2
40,Oklahoma,Other / Multiple Races,2008,Percent,0.2817,3.88079993E-2
40,Oklahoma,African-American / Black,2017,Percent,0.348,9.7215999999999997E-2
40,Oklahoma,Hispanic / Latino,2017,Percent,0.3679,5.7623999999999995E-2
40,Oklahoma,Other / Multiple Races,2017,Percent,0.2737,3.5279999999999999E-2
40,Oklahoma,White,2017,Percent,0.1632,1.9599999999999999E-2
40,Oklahoma,African-American / Black,2018,Percent,0.4571,8.7024000000000004E-2
40,Oklahoma,Hispanic / Latino,2018,Percent,0.3413,5.5271999999999995E-2
40,Oklahoma,Other / Multiple Races,2018,Percent,0.2513,3.4103999999999995E-2
40,Oklahoma,White,2018,Percent,0.1704,2.1167999999999999E-2
40,Oklahoma,African-American / Black,2019,Percent,0.3818,9.3491999999999992E-2
40,Oklahoma,Hispanic / Latino,2019,Percent,0.274,5.0959999999999998E-2
40,Oklahoma,Other / Multiple Races,2019,Percent,0.2569,3.3515999999999997E-2
40,Oklahoma,White,2019,Percent,0.1752,2.2932000000000001E-2
40,Oklahoma,African-American / Black,2021,Percent,0.44081,8.9434238540219979E-2
40,Oklahoma,Hispanic / Latino,2021,Percent,0.28204,5.4797722386693795E-2
40,Oklahoma,Other / Multiple Races,2021,Percent,0.21342,2.812308716107343E-2
40,Oklahoma,White,2021,Percent,0.16233,2.0387510618882634E-2
41,Oregon,African-American / Black,2016,Percent,0.3164,0.14445200559999999
41,Oregon,Other / Multiple Races,2016,Percent,0.1984,3.99840027E-2
41,Oregon,Hispanic / Latino,2016,Percent,0.3794,5.7231999899999997E-2
41,Oregon,White,2016,Percent,0.1469,1.7836000800000001E-2
41,Oregon,White,2015,Percent,0.1856,2.03840006E-2
41,Oregon,African-American / Black,2015,Percent,0.5369,0.14660799499999999
41,Oregon,Hispanic / Latino,2015,Percent,0.4239,5.4487999500000002E-2
41,Oregon,Other / Multiple Races,2015,Percent,0.2198,4.41000015E-2
41,Oregon,White,2014,Percent,0.1815,1.8815999900000002E-2
41,Oregon,African-American / Black,2014,Percent,0.4716,0.1675799936
41,Oregon,Hispanic / Latino,2014,Percent,0.3801,5.07639982E-2
41,Oregon,Other / Multiple Races,2014,Percent,0.3007,5.4292000799999997E-2
41,Oregon,White,2013,Percent,0.21,2.23440006E-2
41,Oregon,African-American / Black,2013,Percent,0.4363,0.16836400330000001
41,Oregon,Hispanic / Latino,2013,Percent,0.4013,5.3116001199999999E-2
41,Oregon,Other / Multiple Races,2013,Percent,0.2303,4.7628000400000002E-2
41,Oregon,White,2012,Percent,0.1968,1.99919995E-2
41,Oregon,African-American / Black,2012,Percent,0.4985,0.17581200599999999
41,Oregon,Hispanic / Latino,2012,Percent,0.4207,5.4292000799999997E-2
41,Oregon,Other / Multiple Races,2012,Percent,0.2568,5.2724000100000001E-2
41,Oregon,White,2011,Percent,0.203,2.03840006E-2
41,Oregon,African-American / Black,2011,Percent,0.5573,0.1440600008
41,Oregon,Hispanic / Latino,2011,Percent,0.3823,5.2528001400000003E-2
41,Oregon,Other / Multiple Races,2011,Percent,0.2617,4.99799997E-2
41,Oregon,White,2010,Percent,0.1898,1.90120004E-2
41,Oregon,African-American / Black,2010,Percent,0.5016,0.13974800709999999
41,Oregon,Hispanic / Latino,2010,Percent,0.3907,4.7628000400000002E-2
41,Oregon,Other / Multiple Races,2010,Percent,0.2534,5.2724000100000001E-2
41,Oregon,White,2009,Percent,0.1962,2.03840006E-2
41,Oregon,African-American / Black,2009,Percent,0.3294,0.15621200199999999
41,Oregon,Hispanic / Latino,2009,Percent,0.3751,5.2331998900000003E-2
41,Oregon,Other / Multiple Races,2009,Percent,0.2173,4.8608001300000002E-2
41,Oregon,White,2008,Percent,0.1564,1.8228000000000001E-2
41,Oregon,African-American / Black,2008,Percent,0.3917,0.16934399310000001
41,Oregon,Hispanic / Latino,2008,Percent,0.3855,5.3507998600000002E-2
41,Oregon,Other / Multiple Races,2008,Percent,0.166,4.1356001000000003E-2
41,Oregon,African-American / Black,2017,Percent,0.3489,0.19756799999999999
41,Oregon,Hispanic / Latino,2017,Percent,0.2595,4.6059999999999997E-2
41,Oregon,Other / Multiple Races,2017,Percent,0.2027,4.6452E-2
41,Oregon,White,2017,Percent,0.1602,1.9207999999999999E-2
41,Oregon,African-American / Black,2018,Percent,N/A,N/A
41,Oregon,Hispanic / Latino,2018,Percent,0.2818,5.0763999999999997E-2
41,Oregon,Other / Multiple Races,2018,Percent,0.1761,4.4492000000000004E-2
41,Oregon,White,2018,Percent,0.1453,1.7051999999999998E-2
41,Oregon,African-American / Black,2019,Percent,N/A,N/A
41,Oregon,Hispanic / Latino,2019,Percent,0.2313,4.9979999999999997E-2
41,Oregon,Other / Multiple Races,2019,Percent,0.149,3.7044000000000001E-2
41,Oregon,White,2019,Percent,0.1235,1.7444000000000001E-2
41,Oregon,African-American / Black,2021,Percent,0.26501,0.14956368654260027
41,Oregon,Hispanic / Latino,2021,Percent,0.17968,3.6690488925637352E-2
41,Oregon,Other / Multiple Races,2021,Percent,0.16217,3.9967205717542448E-2
41,Oregon,White,2021,Percent,0.13856,1.9717192784814389E-2
42,Pennsylvania,Hispanic / Latino,2016,Percent,0.384,4.2727999400000001E-2
42,Pennsylvania,White,2016,Percent,0.1541,1.0584000499999999E-2
42,Pennsylvania,African-American / Black,2016,Percent,0.3986,4.3903998999999999E-2
42,Pennsylvania,Other / Multiple Races,2016,Percent,0.2304,4.0768001200000001E-2
42,Pennsylvania,White,2015,Percent,0.1439,9.9959996999999991E-3
42,Pennsylvania,African-American / Black,2015,Percent,0.4611,4.2335998299999997E-2
42,Pennsylvania,Hispanic / Latino,2015,Percent,0.4529,4.3512001600000003E-2
